set,recording_filename,time_seek,range_onset,range_offset,raw_filename,format,filter,annotation_filename,imported_at,package_version,error
its,20191220_123229_024880.wav,0,0,57600000,20191220_123229_024880.its,its,,20191220_123229_024880_0_0.csv,2021-03-09 12:56:16,0.0.1,
